KO ID	Name	Definition	Gene Count
KO:K03696	clpC	ATP-dependent Clp protease ATP-binding subunit ClpC	78
KO:K03697	clpE	ATP-dependent Clp protease ATP-binding subunit ClpE	16
KO:K03698	cbf	CMP-binding protein	9
KO:K03699	tlyC	putative hemolysin	31
KO:K03700	recU	recombination protein U	3
KO:K03701	uvrA	excinuclease ABC subunit A	124
KO:K03702	uvrB	excinuclease ABC subunit B	55
KO:K03703	uvrC	excinuclease ABC subunit C	51
KO:K03704	cspA	cold shock protein (beta-ribbon, CspA family)	8
KO:K03705	hrcA	heat-inducible transcriptional repressor	16
KO:K03706	codY	transcriptional pleiotropic repressor	4
KO:K03707	tenA	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	5
KO:K03708	ctsR	transcriptional regulator CtsR	4
KO:K03709	troR	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	12
KO:K03710	K03710	GntR family transcriptional regulator	15
KO:K03711	fur	Fur family transcriptional regulator, ferric uptake regulator	35
KO:K03712	marR	MarR family transcriptional regulator, multiple antibiotic resistance protein MarR	8
KO:K03718	asnC	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA	16
KO:K03719	lrp	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	7
KO:K03722	dinG	ATP-dependent DNA helicase DinG [EC:3.6.4.12]	5
KO:K03723	mfd	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	76
KO:K03732	rhlB	ATP-dependent RNA helicase RhlB [EC:3.6.4.13]	1
KO:K03733	xerC	integrase/recombinase XerC	42
KO:K03734	apbE	thiamine biosynthesis lipoprotein	39
KO:K03735	eutB	ethanolamine ammonia-lyase large subunit [EC:4.3.1.7]	2
KO:K03736	eutC	ethanolamine ammonia-lyase small subunit [EC:4.3.1.7]	1
KO:K03737	nifJ	putative pyruvate-flavodoxin oxidoreductase [EC:1.2.7.-]	76
KO:K03738	aor	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	3
KO:K03739	dltB	membrane protein involved in D-alanine export	5
KO:K03740	dltD	D-alanine transfer protein	2
KO:K03741	ARSC2, arsC	arsenate reductase [EC:1.20.4.1]	8
KO:K03742	cinA	competence/damage-inducible protein CinA	30
KO:K03743	K03743		10
KO:K03744	lemA	LemA protein	24
KO:K03748	sanA	SanA protein	3
KO:K03750	moeA	molybdopterin molybdotransferase [EC:2.10.1.1]	2
KO:K03752	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	1
KO:K03756	potE	putrescine:ornithine antiporter	4
KO:K03757	cadB	cadaverine:lysine antiporter	1
KO:K03758	arcD, lysl, lysP	arginine:ornithine antiporter / lysine permease	2
KO:K03760	eptA	phosphoethanolamine transferase	2
KO:K03763	DPO3A2, polC	DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	48
KO:K03767	PPIA	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	8
KO:K03768	PPIB, ppiB	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	39
KO:K03769	ppiC	peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]	2
KO:K03770	ppiD	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	29
KO:K03771	surA	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	24
KO:K03772	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]	11
KO:K03773	fklB	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	21
KO:K03775	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	9
KO:K03777	dld	D-lactate dehydrogenase [EC:1.1.1.28]	4
KO:K03778	ldhA	D-lactate dehydrogenase [EC:1.1.1.28]	24
KO:K03779	ttdA	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	3
KO:K03780	ttdB	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	2
KO:K03781	katE, CAT, catB, srpA	catalase [EC:1.11.1.6]	10
KO:K03783	punA	purine-nucleoside phosphorylase [EC:2.4.2.1]	16
KO:K03784	deoD	purine-nucleoside phosphorylase [EC:2.4.2.1]	11
KO:K03785	aroD	3-dehydroquinate dehydratase I [EC:4.2.1.10]	6
KO:K03786	aroQ, qutE	3-dehydroquinate dehydratase II [EC:4.2.1.10]	17
KO:K03787	surE	5'-nucleotidase [EC:3.1.3.5]	20
KO:K03789	rimI	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	15
KO:K03791	K03791	putative chitinase	1
KO:K03797	E3.4.21.102, prc, ctpA	carboxyl-terminal processing protease [EC:3.4.21.102]	67
KO:K03798	ftsH, hflB	cell division protease FtsH [EC:3.4.24.-]	82
KO:K03799	htpX	heat shock protein HtpX [EC:3.4.24.-]	12
KO:K03800	lplA	lipoate-protein ligase A [EC:2.7.7.63]	9
KO:K03801	lipB	lipoyl(octanoyl) transferase [EC:2.3.1.181]	12
KO:K03803	rseC	sigma-E factor negative regulatory protein RseC	11
KO:K03810	mviM	virulence factor	1
KO:K03811	pnuC	nicotinamide mononucleotide transporter	9
KO:K03814	mtgA	monofunctional biosynthetic peptidoglycan transglycosylase [EC:2.4.1.-]	12
KO:K03815	xapA	xanthosine phosphorylase [EC:2.4.2.-]	1
KO:K03816	xpt	xanthine phosphoribosyltransferase [EC:2.4.2.22]	16
KO:K03817	rimL	ribosomal-protein-serine acetyltransferase [EC:2.3.1.-]	5
KO:K03818	wcaF	putative colanic acid biosynthesis acetyltransferase WcaF [EC:2.3.1.-]	6
KO:K03819	wcaB	putative colanic acid biosynthesis acetyltransferase WcaB [EC:2.3.1.-]	5
KO:K03820	lnt	apolipoprotein N-acyltransferase [EC:2.3.1.-]	6
KO:K03823	pat	phosphinothricin acetyltransferase [EC:2.3.1.183]	17
KO:K03824	yhbS	putative acetyltransferase [EC:2.3.1.-]	5
KO:K03825	yhhY	putative acetyltransferase [EC:2.3.1.-]	1
KO:K03826	yiaC	putative acetyltransferase [EC:2.3.1.-]	3
KO:K03827	yjaB	putative acetyltransferase [EC:2.3.1.-]	17
KO:K03830	yafP	putative acetyltransferase [EC:2.3.1.-]	6
KO:K03832	tonB	periplasmic protein TonB	34
KO:K03833	selB	selenocysteine-specific elongation factor	3
KO:K03839	fldA, nifF, isiB	flavodoxin I	13
KO:K03840	fldB	flavodoxin II	3
KO:K03841	FBP, fbp	fructose-1,6-bisphosphatase I [EC:3.1.3.11]	2
KO:K03856	AROA2, aroA	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	17
KO:K03878	ND1	NADH-ubiquinone oxidoreductase chain 1 [EC:1.6.5.3]	6
KO:K03879	ND2	NADH-ubiquinone oxidoreductase chain 2 [EC:1.6.5.3]	1
KO:K03882	ND4L	NADH-ubiquinone oxidoreductase chain 4L [EC:1.6.5.3]	3
KO:K03885	ndh	NADH dehydrogenase [EC:1.6.99.3]	8
KO:K03892	arsR	ArsR family transcriptional regulator	25
KO:K03893	arsB	arsenical pump membrane protein	2
KO:K03924	moxR	MoxR-like ATPase [EC:3.6.3.-]	50
KO:K03925	mraZ	MraZ protein	16
KO:K03927	CES2	carboxylesterase 2 [EC:3.1.1.1 3.1.1.84 3.1.1.56]	11
KO:K03930	estA	putative tributyrin esterase [EC:3.1.1.-]	4
KO:K03931	ygjK	putative isomerase	6
KO:K03932	lpqC	polyhydroxybutyrate depolymerase	2
KO:K03934	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:1.6.5.3 1.6.99.3]	1
KO:K03935	NDUFS2	NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]	3
KO:K03940	NDUFS7	NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:1.6.5.3 1.6.99.3]	7
KO:K03941	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:1.6.5.3 1.6.99.3]	2
KO:K03942	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:1.6.5.3 1.6.99.3]	1
KO:K03943	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:1.6.5.3 1.6.99.3]	7
KO:K03954	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10	1
KO:K03969	pspA	phage shock protein A	2
KO:K03972	pspE	phage shock protein E	2
KO:K03973	pspC	phage shock protein C	7
KO:K03975	dedA	membrane-associated protein	9
KO:K03976	ebsC	putative transcription regulator	24
KO:K03977	engA	GTP-binding protein	48
KO:K03978	engB	GTP-binding protein	24
KO:K03979	obg	GTP-binding protein	44
KO:K03980	mviN	virulence factor	2
KO:K04019	eutA	ethanolamine utilization protein EutA	1
KO:K04020	eutD	phosphotransacetylase	1
KO:K04022	eutG	alcohol dehydrogenase	1
KO:K04023	eutH	ethanolamine transporter	1
KO:K04026	eutL	ethanolamine utilization protein EutL	1
KO:K04027	eutM	ethanolamine utilization protein EutM	3
KO:K04028	eutN	ethanolamine utilization protein EutN	1
KO:K04029	eutP	ethanolamine utilization protein EutP	1
KO:K04030	eutQ	ethanolamine utilization protein EutQ	1
KO:K04031	eutS	ethanolamine utilization protein EutS	2
KO:K04032	eutT	ethanolamine utilization cobalamin adenosyltransferase [EC:2.5.1.17]	1
KO:K04034	bchE	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-]	5
KO:K04035	E1.14.13.81, acsF, chlE	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC:1.14.13.81]	1
KO:K04041	fbp3	fructose-1,6-bisphosphatase III [EC:3.1.3.11]	37
KO:K04042	glmU	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	15
KO:K04043	dnaK	molecular chaperone DnaK	62
KO:K04045	hscC	molecular chaperone HscC	2
KO:K04047	dps	starvation-inducible DNA-binding protein	9
KO:K04061	flhB2	flagellar biosynthesis protein	2
KO:K04066	priA	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	57
KO:K04068	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	35
KO:K04069	pflA, pflC, pflE	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	46
KO:K04070	pflX	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	13
KO:K04072	adhE	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	30
KO:K04074	divIVA	cell division initiation protein	6
KO:K04075	tilS, mesJ	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	39
KO:K04076	lonB	Lon-like ATP-dependent protease [EC:3.4.21.-]	1
KO:K04077	groEL, HSPD1	chaperonin GroEL	51
KO:K04078	groES, HSPE1	chaperonin GroES	17
KO:K04079	htpG, HSP90A	molecular chaperone HtpG	61
KO:K04083	hslO	molecular chaperone Hsp33	17
KO:K04084	dsbD	thiol:disulfide interchange protein DsbD [EC:1.8.1.8]	4
KO:K04085	tusA, sirA	tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]	7
KO:K04086	clpL	ATP-dependent Clp protease ATP-binding subunit ClpL	1
KO:K04087	hflC	membrane protease subunit HflC [EC:3.4.-.-]	2
KO:K04088	hflK	membrane protease subunit HflK [EC:3.4.-.-]	2
KO:K04094	trmFO, gid	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	14
KO:K04095	fic	cell filamentation protein	18
KO:K04096	smf	DNA processing protein	28
KO:K04110	badA	benzoate-CoA ligase [EC:6.2.1.25]	1
KO:K04373	RPS6KA, RSK2	p90 ribosomal S6 kinase [EC:2.7.11.1]	1
KO:K04460	PPP5C	serine/threonine-protein phosphatase 5 [EC:3.1.3.16]	1
KO:K04477	ycdX	putative hydrolase	12
KO:K04485	sms, radA	DNA repair protein RadA/Sms	43
KO:K04486	E3.1.3.15B	histidinol-phosphatase (PHP family) [EC:3.1.3.15]	32
KO:K04487	iscS, NFS1	cysteine desulfurase [EC:2.8.1.7]	49
KO:K04488	iscU, nifU	nitrogen fixation protein NifU and related proteins	19
KO:K04516	AROA1, aroA	chorismate mutase [EC:5.4.99.5]	16
KO:K04517	tyrA2	prephenate dehydrogenase [EC:1.3.1.12]	19
KO:K04518	pheA2	prephenate dehydratase [EC:4.2.1.51]	14
KO:K04562	flhG, fleN	flagellar biosynthesis protein FlhG	3
KO:K04564	SOD2	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	14
KO:K04566	lysK	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	2
KO:K04567	KARS, lysS	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	55
KO:K04651	hypA, hybF	hydrogenase nickel incorporation protein HypA/HybF	5
KO:K04652	hypB	hydrogenase nickel incorporation protein HypB	13
KO:K04653	hypC	hydrogenase expression/formation protein HypC	2
KO:K04654	hypD	hydrogenase expression/formation protein HypD	5
KO:K04655	hypE	hydrogenase expression/formation protein HypE	7
KO:K04656	hypF	hydrogenase maturation protein HypF	5
KO:K04691	hhoB, degS	serine protease DegS [EC:3.4.21.-]	1
KO:K04708	E1.1.1.102	3-dehydrosphinganine reductase [EC:1.1.1.102]	1
KO:K04719	bluB	5,6-dimethylbenzimidazole synthase [EC:1.14.99.40]	1
KO:K04720	cobD	threonine-phosphate decarboxylase [EC:4.1.1.81]	18
KO:K04744	lptD, imp, ostA	LPS-assembly protein	2
KO:K04750	phnB	PhnB protein	1
KO:K04751	glnB	nitrogen regulatory protein P-II 1	11
KO:K04752	glnK	nitrogen regulatory protein P-II 2	4
KO:K04758	feoA	ferrous iron transport protein A	30
KO:K04759	feoB	ferrous iron transport protein B	77
KO:K04761	oxyR	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	14
KO:K04762	hslR	ribosome-associated heat shock protein Hsp15	10
KO:K04763	xerD	integrase/recombinase XerD	50
KO:K04764	ihfA, himA	integration host factor subunit alpha	12
KO:K04769	spoVT	AbrB family transcriptional regulator, stage V sporulation protein T	10
KO:K04771	degP, htrA	serine protease Do [EC:3.4.21.107]	6
KO:K04772	degQ, hhoA	serine protease DegQ [EC:3.4.21.-]	13
KO:K04773	sppA	protease IV [EC:3.4.21.-]	17
KO:K04783	irp5, ybtE	yersiniabactin salicyl-AMP ligase [EC:6.3.2.-]	1
KO:K04784	irp2, HMWP2	yersiniabactin nonribosomal peptide synthetase	1
KO:K04794	PTH2	peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]	2
KO:K04844	ycjT	hypothetical glycosyl hydrolase [EC:3.2.1.-]	4
KO:K04961	RYR1	ryanodine receptor 1	1
KO:K05020	opuD	glycine betaine transporter	1
KO:K05275	E1.1.1.65	pyridoxine 4-dehydrogenase [EC:1.1.1.65]	1
KO:K05297	E1.18.1.1	rubredoxin-NAD+ reductase [EC:1.18.1.1]	1
KO:K05298	GAPA	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) [EC:1.2.1.13]	1
KO:K05304	NANS, SAS	sialic acid synthase [EC:2.5.1.56 2.5.1.57]	4
KO:K05305	FUK	fucokinase [EC:2.7.1.52]	12
KO:K05306	phnX	phosphonoacetaldehyde hydrolase [EC:3.11.1.1]	6
KO:K05337	fer	ferredoxin	2
KO:K05338	lrgA	holin-like protein	1
KO:K05339	lrgB	holin-like protein LrgB	1
KO:K05340	glcU	glucose uptake protein	14
KO:K05341	E2.4.1.4	amylosucrase [EC:2.4.1.4]	4
KO:K05343	treS	maltose alpha-D-glucosyltransferase/ alpha-amylase [EC:5.4.99.16 3.2.1.1]	8
KO:K05349	bglX	beta-glucosidase [EC:3.2.1.21]	260
KO:K05350	bglB	beta-glucosidase [EC:3.2.1.21]	8
KO:K05351	E1.1.1.9	D-xylulose reductase [EC:1.1.1.9]	1
KO:K05362	E6.3.2.7, murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]	1
KO:K05364	E2.4.1.129	peptidoglycan glycosyltransferase [EC:2.4.1.129]	7
KO:K05365	mrcB	penicillin-binding protein 1B [EC:2.4.1.129 3.4.-.-]	2
KO:K05366	mrcA	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	52
KO:K05367	pbpC	penicillin-binding protein 1C [EC:2.4.1.-]	15
KO:K05394	atzA	atrazine chlorohydrolase [EC:3.8.1.8]	2
KO:K05396	dcyD	D-cysteine desulfhydrase [EC:4.4.1.15]	1
KO:K05499	cytR	LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG	24
KO:K05515	mrdA	penicillin-binding protein 2	41
KO:K05516	cbpA	curved DNA-binding protein	14
KO:K05520	pfpI	protease I [EC:3.2.-.-]	7
KO:K05521	draG	ADP-ribosylglycohydrolase [EC:3.2.-.-]	22
KO:K05524	fdxA	ferredoxin	5
KO:K05527	bolA	BolA protein	1
KO:K05539	dusA	tRNA-dihydrouridine synthase A [EC:1.-.-.-]	2
KO:K05540	dusB	tRNA-dihydrouridine synthase B [EC:1.-.-.-]	22
KO:K05541	dusC	tRNA-dihydrouridine synthase C [EC:1.-.-.-]	1
KO:K05544	DUS3	tRNA-dihydrouridine synthase 3 [EC:1.3.1.89]	1
KO:K05546	GANAB	alpha 1,3-glucosidase [EC:3.2.1.84]	9
KO:K05559	phaA	multicomponent K+:H+ antiporter subunit A	3
KO:K05566	mnhB, mrpB	multicomponent Na+:H+ antiporter subunit B	1
KO:K05567	mnhC, mrpC	multicomponent Na+:H+ antiporter subunit C	1
KO:K05568	mnhD, mrpD	multicomponent Na+:H+ antiporter subunit D	2
KO:K05569	mnhE, mrpE	multicomponent Na+:H+ antiporter subunit E	1
KO:K05573	ndhB	NAD(P)H-quinone oxidoreductase subunit 2 [EC:1.6.5.3]	5
KO:K05574	ndhC	NAD(P)H-quinone oxidoreductase subunit 3 [EC:1.6.5.3]	5
KO:K05576	ndhE	NAD(P)H-quinone oxidoreductase subunit 4L [EC:1.6.5.3]	2
KO:K05578	ndhG	NAD(P)H-quinone oxidoreductase subunit 6 [EC:1.6.5.3]	2
KO:K05579	ndhH	NAD(P)H-quinone oxidoreductase subunit H [EC:1.6.5.3]	2
KO:K05591	dbpA	ATP-independent RNA helicase DbpA [EC:3.6.4.13]	5
KO:K05592	deaD	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	40
KO:K05593	aadK	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	7
KO:K05595	marC	multiple antibiotic resistance protein	25
KO:K05606	MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	4
KO:K05613	SLC1A2, EAAT2	solute carrier family 1 (glial high affinity glutamate transporter), member 2	1
KO:K05641	ABCA1	ATP-binding cassette, subfamily A (ABC1), member 1	1
KO:K05642	ABCA2	ATP-binding cassette, subfamily A (ABC1), member 2	5
KO:K05643	ABCA3	ATP-binding cassette, subfamily A (ABC1), member 3	6
KO:K05645	ABCA7	ATP-binding cassette, subfamily A (ABC1), member 7	1
KO:K05648	ABCA5	ATP-binding cassette, subfamily A (ABC1), member 5	9
KO:K05650	ABCA8	ATP-binding cassette, subfamily A (ABC1), member 8	3
KO:K05651	ABCA9	ATP-binding cassette, subfamily A (ABC1), member 9	1
KO:K05652	ABCA10	ATP-binding cassette, subfamily A (ABC1), member 10	1
KO:K05655	ABCB8	ATP-binding cassette, subfamily B (MDR/TAP), member 8	6
KO:K05656	ABCB9, TAPL	ATP-binding cassette, subfamily B (MDR/TAP), member 9	6
KO:K05658	ABCB1	ATP-binding cassette, subfamily B (MDR/TAP), member 1 [EC:3.6.3.44]	56
KO:K05659	ABCB4	ATP-binding cassette, subfamily B (MDR/TAP), member 4 [EC:3.6.3.44]	3
KO:K05660	ABCB5	ATP-binding cassette, subfamily B (MDR/TAP), member 5	1
KO:K05661	ABCB6	ATP-binding cassette, subfamily B (MDR/TAP), member 6	3
KO:K05662	ABCB7	ATP-binding cassette, subfamily B (MDR/TAP), member 7	5
KO:K05663	ABC.ATM	mitochondrial ABC transporter ATM	5
KO:K05664	ABCB11	ATP-binding cassette, subfamily B (MDR/TAP), member 11	2
KO:K05669	ABCC6	ATP-binding cassette, subfamily C (CFTR/MRP), member 6	1
KO:K05671	ABCC11	ATP-binding cassette, subfamily C (CFTR/MRP), member 11	1
KO:K05672	ABCC12	ATP-binding cassette, subfamily C (CFTR/MRP), member 12	3
KO:K05685	macB	macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	51
KO:K05687	PARK7	protein DJ-1	4
KO:K05711	hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87]	1
KO:K05770	BZRP	benzodiazapine receptor	1
KO:K05772	tupA, vupA	tungstate transport system substrate-binding protein	3
KO:K05773	tupB, vupB	tungstate transport system permease protein	2
KO:K05776	modF	molybdate transport system ATP-binding protein	11
KO:K05785	rfaH	transcriptional antiterminator RfaH	1
KO:K05786	rarD	chloramphenicol-sensitive protein RarD	1
KO:K05787	hupA	DNA-binding protein HU-alpha	6
KO:K05788	ihfB, himD	integration host factor subunit beta	5
KO:K05795	terD	tellurium resistance protein TerD	4
KO:K05796	hydN	electron transport protein HydN	1
KO:K05799	pdhR	GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex	8
KO:K05800	ybaO	Lrp/AsnC family transcriptional regulator	2
KO:K05801	djlA	DnaJ like chaperone protein	5
KO:K05804	rob	right origin-binding protein	1
KO:K05807	bamD	outer membrane protein assembly factor BamD	11
KO:K05808	yhbH	putative sigma-54 modulation protein	18
KO:K05810	yfiH	conserved hypothetical protein	16
KO:K05813	ugpB	sn-glycerol 3-phosphate transport system substrate-binding protein	9
KO:K05814	ugpA	sn-glycerol 3-phosphate transport system permease protein	6
KO:K05815	ugpE	sn-glycerol 3-phosphate transport system permease protein	2
KO:K05816	ugpC	sn-glycerol 3-phosphate transport system ATP-binding protein [EC:3.6.3.20]	6
KO:K05817	hcaR	LysR family transcriptional regulator, hca operon transcriptional activator	1
KO:K05820	hcaT	MFS transporter, PPP family, 3-phenylpropionic acid transporter	1
KO:K05822	dapH, dapD	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	1
KO:K05823	E3.5.1.47	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	1
KO:K05832	ABC.X4.P	putative ABC transport system permease protein	17
KO:K05833	ABC.X4.A	putative ABC transport system ATP-binding protein	23
KO:K05837	rodA, mrdB	rod shape determining protein RodA	40
KO:K05838	ybbN	putative thioredoxin	3
KO:K05844	rimK	ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]	4
KO:K05846	opuBD	osmoprotectant transport system permease protein	1
KO:K05847	opuA	osmoprotectant transport system ATP-binding protein	8
KO:K05850	ATP2B	Ca2+ transporting ATPase, plasma membrane [EC:3.6.3.8]	7
KO:K05853	ATP2A	Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]	16
KO:K05874	tsr	methyl-accepting chemotaxis protein I, serine sensor receptor	3
KO:K05875	tar	methyl-accepting chemotaxis protein II, aspartate sensor receptor	1
KO:K05878	dhaK	dihydroxyacetone kinase, N-terminal domain [EC:2.7.1.-]	3
KO:K05879	dhaL	dihydroxyacetone kinase, C-terminal domain [EC:2.7.1.-]	2
KO:K05880	dhaR	transcriptional activator for dhaKLM operon	2
KO:K05882	E1.1.1.91	aryl-alcohol dehydrogenase (NADP+) [EC:1.1.1.91]	1
KO:K05886	sdh	serine 3-dehydrogenase [EC:1.1.1.276]	1
KO:K05887	ydiB	quinate/shikimate dehydrogenase [EC:1.1.1.282]	1
KO:K05895	cobK-cbiJ	precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	8
KO:K05896	scpA	segregation and condensation protein A	14
KO:K05903	E1.6.99.5	NADH dehydrogenase (quinone) [EC:1.6.99.5]	4
KO:K05905	E1.8.1.8	protein-disulfide reductase [EC:1.8.1.8]	3
KO:K05919	dfx	superoxide reductase [EC:1.15.1.2]	6
KO:K05934	E2.1.1.131, cobJ, cbiH	precorrin-3B C17-methyltransferase [EC:2.1.1.131]	14
KO:K05936	cobM, cbiF	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	11
KO:K05939	aas	acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]	2
KO:K05942	E2.3.-.-		1
KO:K05945	E2.4.1.58		6
KO:K05946	E2.4.1.187, tagA	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]	15
KO:K05962	E2.7.13.1	protein-histidine pros-kinase [EC:2.7.13.1]	1
KO:K05964	citX	holo-ACP synthase [EC:2.7.7.61]	1
KO:K05966	citG	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	2
KO:K05967	K05967	hypothetical protein	1
KO:K05968	E3.1.1.6		4
KO:K05970	E3.1.1.53, SIAE	sialate O-acetylesterase [EC:3.1.1.53]	89
KO:K05972	AXE1	acetylxylan esterase [EC:3.1.1.72]	1
KO:K05979	E3.1.3.71, comB	2-phosphosulfolactate phosphatase [EC:3.1.3.71]	1
KO:K05985	E3.1.26.8, rnmV	ribonuclease M5 [EC:3.1.26.8]	7
KO:K05986	E3.1.30.1		1
KO:K05989	E3.2.1.40	alpha-L-rhamnosidase [EC:3.2.1.40]	84
KO:K05992	E3.2.1.133		1
KO:K05995	pepE	dipeptidase E [EC:3.4.13.21]	9
KO:K06001	K06001, trpB	tryptophan synthase beta chain [EC:4.2.1.20]	24
KO:K06012	gpr	spore protease [EC:3.4.24.78]	10
KO:K06013	STE24	STE24 endopeptidase [EC:3.4.24.84]	2
KO:K06015	E3.5.1.81	N-acyl-D-amino-acid deacylase [EC:3.5.1.81]	10
KO:K06016	E3.5.1.87	N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.87]	4
KO:K06019	ppaX	pyrophosphatase PpaX [EC:3.6.1.1]	2
KO:K06020	E3.6.3.25	sulfate-transporting ATPase [EC:3.6.3.25]	9
KO:K06021	E3.6.3.27	phosphate-transporting ATPase [EC:3.6.3.27]	2
KO:K06022	E3.6.3.29	molybdate-transporting ATPase [EC:3.6.3.29]	2
KO:K06023	hprK, ptsK	HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]	18
KO:K06024	scpB	segregation and condensation protein B	13
KO:K06036	E4.2.2.-		1
KO:K06041	E5.3.1.13	arabinose-5-phosphate isomerase [EC:5.3.1.13]	14
KO:K06042	cobH-cbiC	precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]	9
KO:K06045	shc	squalene-hopene/tetraprenyl-beta-curcumene cyclase [EC:5.4.99.17 4.2.1.129]	2
KO:K06073	ABC.VB12.P, btuC	vitamin B12 transport system permease protein	10
KO:K06075	slyA	MarR family transcriptional regulator, transcriptional regulator for hemolysin	1
KO:K06076	fadL	long-chain fatty acid transport protein	17
KO:K06079	cutF, nlpE	copper homeostasis protein (lipoprotein)	8
KO:K06113	abnA_B	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]	19
KO:K06119	SQD2	sulfoquinovosyltransferase [EC:2.4.1.-]	1
KO:K06127	COQ5	ubiquinone biosynthesis methyltransferase [EC:2.1.1.201]	7
KO:K06131	cls	cardiolipin synthase [EC:2.7.8.-]	59
